id,agency_id,transaction,date_mel,url,image,description,priceCurrency,price,address.region,address.departement,address.ville,address.code,address.geoloc,address.localisation,seller.@type,seller.image,seller.name,seller.address.@type,seller.address.streetAddress,seller.address.postalcode,seller.address.addresslocality,features.Surface,features.Pièces,features.Chambres,features.Terrain,features.Construction,features.Parking,features.Salles de bain,features.Toilettes,features.Exposition,features.Chauffage,features.Cuisine,features.Taxe foncière,features.Nb étages,features.Boxes,features.Salles d'eau,features.Terrasses,features.Cave,features.État
38440745,30161,vente,30/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-maine+et+loire-pays+de+loire-france/38440745/,https://lh3.googleusercontent.com/YF3omLujvABH73UuapTsdwSAmvWh4OBDYVPd5G0_mqziaeGG5_MW78RVgTU__wJ6On2yXJ6YFDZt-3vPUUmx-mbA77pYrA9VsDWGpQ=rj-w963-h564-n-l70,"Nantes Sotheby&#x27;s International Realty vous propose un château du 17ème siècle, d&#x27;une superficie de 2000 m², comprenant 8 chambres (développement potentiel de 5 chambres supplémentaires), 6 salons, 2 cuisines. Château entièrement rénové, dans un parfait état intérieur et extérieur.  Dépendances dont maison de gardien, cuisine d&#x27;été, piscine, terrain de tennis. Parc de 60 hectares. Propriété vendue avec le mobilier et le matériel agricole. Contact : Valérie Gourmelon 0642786890",EUR,De 2 000 000 à 5 000 000,pays_de_loire,49,saumur,49400,-,-,Organization,https://lh3.googleusercontent.com/YwnmmtG2vYmSmlmvMZCI5E4M-t5IofCFN-SAuht0u2Bul-7-EQ5hDfkFc4990UeAN8ZjSgSZvGEZtG4F2dQt6kW7FMdAiL3FMLvIV7A=rj-w127-h127-l70,NANTES SOTHEBY'S INTERNATIONAL,PostalAddress,3 rue Mercoeur,44000,Nantes,2 000 m2,20,14,60 ha,NC*,NC*,NC*,NC*,NC*,Fioul,Équipée,3000 €,3,,,,,Ancien
38440683,2040,vente,30/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-tarn-midi+pyrenees-france/38440683/,https://lh3.googleusercontent.com/RiGI27crEhsefnAVQ8pghK1yuFMS4EsLP15ycWLd7AzadCTDMXbcKNeKXGRRTR1rXGp84Abd9u_yH4V4LEmin76ucjM3aVSQjJAc=rj-w963-h564-n-l70,"À Senouillac (81600) château médiéval familial à vendre, surplombant la campagne tarnaise et offre une très jolie vue sur la campagne tarnaise  Ce bien  proche  des commodités est composé d&#x27;un très grand séjour, de 4 chambres, de 2 salles de bain, d&#x27;une salle d&#x27;eau, d&#x27;un bureau, d&#x27;une maison d&#x27;amie qui pourrait-être louée en gîte ainsi que diverses dépendances, sur un terrain de 15 866 m² desservi par une belle allée de cyprès.  Il propose une belle exposition apportant un bel éclairage toute la journée.  Toutes les menuiseries sont en double vitrage, la cuisine est traitée en  pièce à vivre, grâce à une belle cheminée monumentale en pierre qui donne une ambiance chaleureuse et cosy.  On est conquis par le  très bon état de cette propriété,  sa superbe vue et son authenticité.",EUR,765 000,midi_pyrenees,81,senouillac,81600,-,-,Organization,https://lh3.googleusercontent.com/oIc7XobPco7Jav8ZDP1dAjM1381VEuQRV76IUsLVk0vq4ov38F3EubfymfxbdLwFFkp6sDh5dryl3sgSjPJcQ2sA2yLkBEqt8wCm=rj-w127-h127-l70,Immobilier Chavanne Sotheby's International Realty Midi-Pyrénées,PostalAddress,"8, Avenue Pierre Fabre",81500,Lavaur,370 m2,8,4,1.6 ha,NC*,NC*,2,4,NC*,Fioul,Équipée,1600 €,,,1,2,Oui,Ancien
38426621,6717354,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-vaucluse-provence+alpes+cote+d+azur-france/38426621/,https://lh3.googleusercontent.com/ka1GCQsGtQAyk3ny0-_6oVj-0gnFt-tHpXUDmZzxykq829m6iRYfVvHp-PFpWC2jSoZEFBRC67tjYjkFdXIPPl-N8V2ltKf-GmWbnA=rj-w963-h564-n-l70,"Exclusivité. Bâtie en 1850 sur un terrain d&amp;#8217;environ 1,6 ha, la demeure offre environ 600 m² : une habitation principale d&amp;#8217;environ 200 m² sur 2 niveaux avec une cuisine ouverte sur l&amp;#8217;espace repas, un salon avec trumeau d&amp;#8217;origine et un bureau, 4 chambres et 4 salles de bains et des combles aménagés ; de grands salons de réceptions aux pierres et poutres apparentes avec dépendance de 400 m² au total. La propriété est agrémentée d&amp;#8217;un parc aux essences locales, d&amp;#8217;une piscine chauffée et d&amp;#8217;un grand parking. A7 à 15 minutes, TGV à 25 minutes. Réf. : v440m. Classe énergie : B/A.",EUR,1 696 000,provence_alpes_cote_dazur,84,monteux,84170,-,-,Organization,https://lh3.googleusercontent.com/xCQLcKbkUDsXU-vxSuPTQ-XHleYunMhN6Q_TUPCnblq3CihDpVjepEQ9xq6ADDpJfrDTvk4vUlp9F2serudnKv4CXXnObouSi_AJ=rj-w127-h127-l70,DEMEURES DU GRAND SUD,PostalAddress,1 rue Joseph Ducos,84230,Châteauneuf-du-Pape,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
38426367,7000762,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-gers-midi+pyrenees-france/38426367/,https://lh3.googleusercontent.com/pmp3Kt-bt-fKc2e0NYtr8WE8eraLIJpNAiRG9EgxvrZWWkw6yf-vuscrrW-_f0VdqArDA4Tu8R-V0WxZ0LwwPEpeqLhCD-1afbBVzA=rj-w963-h564-n-l70,"Secteur Mauvezin. Château du XVIIIe siècle offrant de très beaux éléments anciens (boiseries, plafond, escaliers, cheminées&amp;#8230;) pour environ 700 m2 habitables. 11 pièces, triple réception 140 m2, 7 chambres, 6 bains. Terrain 2 ha, très grande terrasse, belle vue panoramique, grange indépendante de 230 m2. Classe énergie : F/D.",EUR,870 000,midi_pyrenees,32,mauvezin,32120,-,-,Organization,https://lh3.googleusercontent.com/YOtMNq6qkGKwF2WDTrbhm9Z7wZYIgUMdq3df4QQegyr1f26TR9dUAAzcOhkj5_9f-TTz6F8D28CRwoutZ3BUw98ddMhgGHVeBkL1xOs=rj-w127-h127-l70,AGENCE IMMOBILIERE L'OCCITANE,PostalAddress,4 place Gambetta,32600,L&#x27;Isle-Jourdain,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
38426375,48813,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-gironde-aquitaine-france/38426375/,https://lh3.googleusercontent.com/4U803T8UUd97k464znRwZJ2_pyuPO7N15j6S892symNMaSY0mn4qOSsxqFLzxRHuR4OZ_eDkTM9wrCUcjlXP-eerj6Fuiah__DXgSg=rj-w963-h564-n-l70,"Propriété historique du Langonnais avec son château du XIVe siècle et remanié au XVIIe siècle. Magnifique demeure en parfait état avec d&amp;#8217;immenses pièces de réception avec de très belles hauteurs sous plafond et sa piscine. La demeure est située au c&amp;#339;ur d&amp;#8217;un domaine de 55 ha de bois, vignes et prairies dont une partie est bordée par un ruisseau alimentant un petit étang. Le vignoble de 10 ha est parfaitement entretenu et dispose d&amp;#8217;un nom de château qui pour l&amp;#8217;instant n&amp;#8217;est pas exploité.",EUR,De 1 000 000 à 2 000 000,aquitaine,33,gironde,None,-,-,Organization,https://lh3.googleusercontent.com/7uUN0XMV65QqC2jHlRQUDYrNP3K04DD3y-GO9vEUIBHuN-_V43TQEj9c-4ggOYsTJWj7TpjudQKEUAmOskS5SDSZt9zvDgXjK2va=rj-w127-h127-l70,RUSTMANN & ASSO-PROPRIETES PRESTIGE,PostalAddress,9 avenue Nord du Phare,33950,Lege-cap-ferret,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
38426161,3850145,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-sarthe-pays+de+loire-france/38426161/,https://lh3.googleusercontent.com/fIPWyi4s-p94mnmcR6yjMYPv1mUbsmt9f8ZB7o06lEtxy3ABuBbFcp5jcUfTS4hJvoOOgyvXP4ysiVkuWCMLsktOlYBpsbFa4Thp9AA=rj-w963-h564-n-l70,"Situé entre Le Mans et Tours, facile d&amp;#8217;accès par l&amp;#8217;autoroute (15 minutes), dans un environnement préservé, ce beau château des XVe et XIXe siècles a conservé tout son caractère architectural extérieur. La propriété comprend un château d&amp;#8217;environ 680 m², une maison annexe, des bâtiments de dépendances, une piscine (13 x 6 m) et un ensemble foncier d&amp;#8217;environ 25 ha. Beau parc à l&amp;#8217;anglaise d&amp;#8217;où l&amp;#8217;on découvre une vue étendue sur la campagne environnante. Réf. : 3869.",EUR,1 799 000,pays_de_loire,72,chateau_du_loir,72500,-,-,Organization,https://lh3.googleusercontent.com/qN_oGfneRSzhPUKkTEB2vbLx22v1UpkTCvYFLp8RnMmzCQeufc9h76NnMU-7ZLov3V58opByIV_85sRi9oqMeWZFqDFrw-yOE4GqwQ=rj-w127-h127-l70,CABINET LE NAIL,PostalAddress,"Bât H, rue Albert Einstein",53810,Change,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
38426209,251890,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-yvelines-ile+de+france-france/38426209/,https://lh3.googleusercontent.com/h2PASL6nDg4LY_oJ1LSicbBeBHdKKaI6OSeIFS76_qabP7twB25Q6JIPWWqio-oqaU4aqRF48DAs43aij1cnig2PpKmk9kUlfB3PTA=rj-w963-h564-n-l70,"Ce château idéalement situé en Ile-de-France dans le sud Yvelines, territoire du Parc Régional de la Haute Vallée de Chevreuse et la forêt domaniale de Rambouillet, jouit d&amp;#8217;un cadre de vie naturel très apprécié par les propriétaires de châteaux qui recherchent à ne pas être éloignés des atouts de la vie parisienne. Sa proximité de Rambouillet et à 25 km de Versailles, 35 km de Paris, a toujours séduit les amoureux de belles architectures. Ce château de style Napoléon III a été bâti en briques et pierres avec 2 tourelles à poivrières, conçues par l&amp;#8217;architecte parisien Jean-François Yvert entre 1871 et 1875. Il dégage un charme certain. Bénéficiant d&amp;#8217;un étang privé, bordé d&amp;#8217;un jardin à la française, le château encadré de 30 hectares de verdure assurent sa tranquillité sans être isolé. Sa rénovation récente et son aménagement actuel augurent d&amp;#8217;un confort d&amp;#8217;aujourd&amp;#8217;hui.",EUR,8 000 000,ile_de_france,78,yvelines,None,-,-,Organization,https://lh3.googleusercontent.com/7D7Xu3DbWubbHOhNb4xPrfK8JodHzcZJQy50ruKJNMhdxZpY78amVwuRcRszdBmWO_dOUnuzmz1VB5vQ073SKO0uS4XmPzYpQ8qn=rj-w127-h127-l70,MARC FOUJOLS PARIS,PostalAddress,15-17 avenue Paul Doumer,75016,Paris 16e,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
38426217,2000798,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-vaucluse-provence+alpes+cote+d+azur-france/38426217/,https://lh3.googleusercontent.com/j6BYU7ZGxmUyYNDlJvKOZE3eZbwF2NIwyCfFMYoPyMGla7VOJI_lndUzCr1Au4n2C0EpQZsnlPPlg8EVJS-f-_FurKKbs_DLyzT3LQ=rj-w963-h564-n-l70,"Venez découvrir ce superbe château au c&amp;#339;ur d&amp;#8217;un domaine de 24 ha comprenant une propriété d&amp;#8217;origine fin XVIIIe siècle et plusieurs corps de fermes indépendants. L&amp;#8217;ensemble du bâti représente environ 1 700 m² dont 600 m² pour l&amp;#8217;habitation principale et est entouré d&amp;#8217;un remarquable parc verdoyant. Il offre au total 8 chambres, 8 salles de bains, une écurie d&amp;#8217;env. 200 m² et une piscine clôturée au calme absolu. Réf. : IS691vm. Classe énergie : E.",EUR,3 800 000,provence_alpes_cote_dazur,84,lisle_sur_la_sorgue,84800,-,-,Organization,https://lh3.googleusercontent.com/vcEjYbP8A9_5wNSpOPbs2bBxGtVfx4DXWqwY4loSSuJ37ClhOndmcBPNOiGmit1XsUhCMdOs_W6LmKE7M16lIDbO_I2plcDdooa2vw=rj-w127-h127-l70,Janssens Immobilier Knight Frank,PostalAddress,Cours Elzear Pin,84480,Bonnieux,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
38426055,49067,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-calvados-basse+normandie-france/38426055/,https://lh3.googleusercontent.com/YKNpjhYnQifd5Km1hscyXEndUWyNgYYzga9AjJcr4pHItJHLrN5M_V9-cxk5FIFFDbxJhMlUTYf3wMCMRLsVhSrCOOcn72k22DTEgA=rj-w963-h564-n-l70,"A 30 minutes de Deauville, dans un environnement exceptionnel, un manoir de 500 m² du XVIe siècle, comprenant : 11 pièces principales, 3 belles salles de réception avec cheminées, une grande cuisine avec cheminée, un bureau, au 1er étage : 4 grandes suites. Au 2e étage : 4 chambres et 5 pièces. En dépendance, un pigeonnier avec une habitation, une maison en colombages, des boxes, un pressoir sur 10 ha clos. Exclusivité Greenwich Immobilier.",EUR,De 2 000 000 à 5 000 000,basse_normandie,14,deauville,14800,-,-,Organization,https://lh3.googleusercontent.com/KLB_k5TXDqkkfUpwQVB1P6TYKXw-rccJdpcyHSoGVmf1HETFhmVY9KXh6nULaqv1FyaSCMJcEgw3vbevAZdMtSZDFFHUplsPIW5yVg=rj-w127-h127-l70,GREENWICH IMMOBILIER,PostalAddress,20 RUE DE STRASBOURG,14640,Villers-sur-Mer,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
38426077,466964,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-val+d+oise-ile+de+france-france/38426077/,https://lh3.googleusercontent.com/HR_IdwGGTqFKEqDjCLapSuMM-2U6OSsAfrq4UJTn0-VwxA_uYp46jKcRiHltKGQKY2Lb-U1MlnfSFMqJ3FejH2N937lJJbcYIVTG3A=rj-w963-h564-n-l70,"Dans le parc naturel régional du Vexin et à la lisière d&amp;#8217;une forêt domaniale, à 50 minutes de Paris, à la sortie d&amp;#8217;un village et dominant les alentours, maison forte de 730 m² sur 5 niveaux avec ascenseur et un magnifique escalier, entourée de remparts en damier, construite en 1430, remaniée aux XVIIe et XIXe siècles et rénovée en 2014 par un architecte de renom. Parc de 3 hectares. 9 chambres, maison d&amp;#8217;amis, maison de gardien, grande cave voûtée, pigeonnier du XVe siècle. Décors d&amp;#8217;époque, cheminées classées.",EUR,De 5 000 000 à 10 000 000,ile_de_france,95,magny_en_vexin,95420,-,-,Organization,https://lh3.googleusercontent.com/u5dWMFF0_BXrWB-Z1dDSwA10vWcuL507xn6g7mqTVRL2Dic_EO4cntZCC13gkNHu6AOPF_hqIrJKIvhFKZIE5g3rtfGw5fYyJLQv-A=rj-w127-h127-l70,PHILIPPE MENAGER - NICOLAS HUG,PostalAddress,31 rue de Tournon,75006,Paris 6e,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
38418933,7274,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-gironde-aquitaine-france/38418933/,https://lh3.googleusercontent.com/iz4-hCSpFXK-OrVQLQcKImo4DrLW2WqGkG55XhA4gtgXtHXVgH7YkBSBBveprpt-1DXX8iA94DbEDS5a9WIWxC_AUsL-GKW6SLp3mA=rj-w963-h564-n-l70,"MAISON DE MAITRE:La maison principale - une maison de maître du 18ème siècle - vous offre une surface habitable de 550 m², avec des belles prestations et l&#x27;authenticité conservée.Rez-de-Chaussée:* Entrée traversante - 32 m² - carreaux de Gironde anciens;* Salon - 43 m - parquet, cheminée;* Salle à manger - 20 m² - parquet;* Salle de réception - 36 m² - carreaux de Gironde, cheminée;* Cuisine - 21 m² - carreaux;* Arrière cuisine - 12 m²;* Bureau - 24 m² - carreaux de Gironde;* Bureau - 29 m² - carreaux de Grionde;* Buanderie - 9 m²;* Cage d&#x27;escalier - escalier en pierre.Etage:* Palier - 12 m²;* Corridor de distribution - 25 m² - avec placards portes anciennes;* Chambre 1 - 23 m² - sdb attenante 13 m²;* Chambre 2 - 15 m² - sdb attenante 5 m²;* Chambre 3 - 22 m² - sdb attenante 5 m²;* Chambre 4 - 28 m² - sdb attenante et dressing 8 m²;* Chambre 5 - 20 m² - sdb attenante 5 m²;* Chambre 6 - 23 m² - sdb attenante 5 m²;* Chambre 7 - 11 m² - sdb attenante 3 m².Piscine privative de 13x6 m² avec terrasse et coin barbecue.SALLE DE RECEPTION:* Ancien chai converti en salle de réception de 250 m² - capacité d&#x27;accueillir 200personnes;* Vestiaire F/H et personnes handicapées;* Local traiteurs - 72 m².Note: peut être utilisé pour autres projets (collection voitures, vernissage art).TOUR:* Bar - 23 m² - avec four à pain;* Etage: chambre avec salle d&#x27;eau.ESPACES TECHNIQUES:* Plusieurs zones techniques - atelier, stockage, chai - surface totale 275 m².MAISON/GITE INDEPENDANT:Surface habitable de 250 m², comprenant:* Entrée;* Salon/salle à manger/cuisine;* 3 Chambres ensuite;* Terrasse avec vue sur les vignes.Etage:* 2 chambres;* Mezzanine;* Dortoir 9 couchages;* 2 Salles d&#x27;eau;* WC.Piscine privative 8x4 m, sécurisée!GITE INDEPENDANT:Surface habitable 50 m²:Pièce-de-vie avec coin cuisine et chambre, salle de bain;Terrasse privative avec vue sur les vignes.",EUR,De 2 000 000 à 5 000 000,aquitaine,33,ruch,33350,-,-,Organization,https://lh3.googleusercontent.com/bhVtOB_n7REyvUu-V5a3pqkNlPVEIyuVi0wEENbmW8z8M2cWMpugLmFPVoMCnufYQ8ZS5J4TwRc4aISuqQzHHG3woVhxya6WVZ820A=rj-w127-h127-l70,LEGGETT IMMOBILIER HEAD OFFICE,PostalAddress,42 Rue de Riberac,,,850 m2,33,13,3.5 ha,NC*,NC*,13,NC*,NC*,NC*,NC*,NC*,,,,,,
38415527,7080423,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-herault-languedoc+roussillon-france/38415527/,https://lh3.googleusercontent.com/GEm0L7qy7326MWsCGWDyQi_jmuc4638MotpZk1mN98DFdLZdBLCKmvc2BAtIXvrWkgY_3L_MtsRC_dLjbgxh3_XlydfHZRD8XpJXOQ=rj-w963-h564-n-l70,"Situé dans un secteur touristique et viticole, non loin de Pézenas. Ce Pittoresque village chargé d&#x27;histoire se trouve à quelques minutes des 2 plus importants axes routiers du sud de la France. Cette ancienne propriété viticole avec son château,  composé de 3 niveaux  avec ses diverses dépendances offrent de multiples possibilités , que ce soit dans le domaine de l&#x27;Ecotourisme, l&#x27;hôtellerie ,la culture de la vigne ou autre, la réception et l&#x27;accueil du public sous forme de gîtes et chambres d&#x27;hôtes. Des travaux de rénovation sont à prévoir.",EUR,1 790 000,languedoc_roussillon,34,pezenas,34120,-,-,Organization,https://lh3.googleusercontent.com/pr-KJCWnQxcSPtMb4ovZd1HIeTxDwNIARBPHqRQlBHrnIgk5-ORKb1LAMMSv0KuVE9DKYuHnMGr4YtcGwZfXthhsMvHjp_GNiqpK=rj-w127-h127-l70,Montpellier Sotheby's International Realty,PostalAddress,"13 bis, rue Foch",34000,Montpellier,800 m2,30,7,10 ha,1890,7,1,NC*,NC*,NC*,NC*,9086 €,2,,5,1,,Ancien
38413449,3850145,vente,29/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-loir+et+cher-centre-france/38413449/,https://lh3.googleusercontent.com/kqR37s0ShwQLAnj2s1Vw8NM3IlHr5lQE6pNvxij6KMHcBl3-RVXISuwg1MajPerfoFOvsxAFdjyyIEXR4iJZ0TfnVR0cVAk26_a6VDI=rj-w963-h564-n-l70,"Ref.3882 : Beau château à vendre aux confins de la Sologne.  La propriété est implantée aux confins de la Sologne des Etangs dans le Loir-et-Cher, à proximité d’une charmante ville de plus de 1500 âmes. Les commerces et services de première nécessité sont assurés quasiment localement et une ville ressources avec une gare SNCF se trouve à 14 km. La ville de Blois qui offre les commodités ferroviaires et autoroutières est accessible en 30 minutes.  Le château est situé au centre d’un agréable environnement qu’aucune nuisance ne vient troubler, au cœur d’un parc boisé assurant le calme et la discrétion.   Edifié en pierre enduite sous ardoise et orienté Nord/Ouest, ce château,  d’une superficie d’environ 700 m² habitables,  se distribue comme suit :  Au rez-de-chaussée : hall d’entrée avec départ d’escalier avec rampe en fer forgé, deux grands salons (35 m²), petit salon (24 m²), salle à manger (42 m²), deux vestibules de part et d’autre de l’entrée, cuisine, office, salle de douche avec wc, wc indépendant, escalier de service ;  Au premier étage : un couloir dessert 7 chambres avec salle de bains ou de douche et wc ;  Au deuxième étage : un couloir dessert 9 chambres avec salles de bains ou de douche et wc, lingerie, salle de douche et wc indépendant ;  Au-dessus, grenier ;  Sous-sol sous l’ensemble avec cave, chaufferie, salle de douches et wc, autres pièces.  Les dépendances se composent de 3 bâtiments de commun formant une cour en « U », à l’Est du château et de divers autres bâtiments datant des années 1990, ainsi répartis :   1/ Un long bâtiment  comprenant avec salle de réception, salles des séminaires, salle de conférence de 100 m²,  10 chambres avec salles de bains ou de douche et wc.   2/ Une ancienne maison de gardien  comprenant : une salle d’accueil, bureau, salon, chambre avec sauna, wc et  4 bureaux.  3/ Dans le prolongement un ancien pigeonnier et des remises  4/ Les anciennes écuries réaménagées en chambres avec salle de douche et wc, dont deux pour PMR (Personne à Mobilité Réduite), restaurant (230 m²), bar, wc, autre restaurant pour 120 personnes environ, salon, wc.  5/ En face, perpendiculaire au bâtiment Victor Hugo, 5 boxes.  6/ un bâtiment mitoyen comprenant une cuisine professionnelle avec chambre froide, espace de stockage, vestiaire pour le personnel, bureau, wc et douche.   7/ Dans la continuité, une salle polyvalente de 270 m², avec wc, et une lingerie.  8/ Au Sud, un atelier comprenant l’installation du transformateur électrique pour l’ensemble de la propriété, chaufferie, et atelier.  9/ A proximité, un hangar de stockage   10/  deux bâtiments avec 16 et 17 chambres (172 couchages), ainsi que des douches communes et wc, autre bâtiment avec deux salles de réception de 140 m² et 212 m².   L’accès à la propriété se fait par une belle allée de sapin qui débouche sur un miroir d’eau judicieusement placé devant le château. Un parc à l’anglaise légèrement vallonné découvre une vue magnifique sur la forêt qui vient former comme une ceinture naturelle tout autour du domaine. Un bel étang de près de 5 hectares, non visible depuis le parc, se situe au Nord du château et offre un tout autre décor. D’agréables chemins permettent de circuler aisément dans cette belle nature verdoyante. Le tout entièrement libre de toute location offre une surface totale de 66 hectares, 93 ares, 63 centiares.  Nous vous invitons à consulter notre site internet Cabinet Le Nail ( www.cabinetlenail.com ) pour parcourir nos dernières annonces ou en savoir plus sur ce bien.",EUR,3 400 000,centre,41,blois,41000,-,-,Organization,https://lh3.googleusercontent.com/qN_oGfneRSzhPUKkTEB2vbLx22v1UpkTCvYFLp8RnMmzCQeufc9h76NnMU-7ZLov3V58opByIV_85sRi9oqMeWZFqDFrw-yOE4GqwQ=rj-w127-h127-l70,CABINET LE NAIL,PostalAddress,"Bât H, rue Albert Einstein",53810,Change,700 m2,27,NC*,66.9 ha,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,Ancien
38410833,615898,vente,28/10/2021,https://proprietes.lefigaro.fr/annonces/chateau-lozere-languedoc+roussillon-france/38410833/,https://lh3.googleusercontent.com/IEouq5D02kh_6BktuJmeUhYS-b4L70i0peQbyvsPgMBcNFCGsOTxn5hwvTAF0JHlRp0ZNKqcHu7Nn2lshK_l-GhfSXW2XNS0lkn21fc=rj-w963-h564-n-l70,"EXCLUSIVITE ! Érigé en Lozère, le château de Salelles bénéficie d&#x27;un emplacement privilégié à 1H30 de Montpellier, 5 MN de l&#x27;autoroute et 45 MN de l&#x27;aérodrome de Mende Brenoux.Château du 16ème siècle, agrandi à la fin 17ème, inscrit au titre des Monuments Historiques, la bâtisse conjugue authenticité et tranquillité, véritable havre de paix au patrimoine architectural unique. Le Château de Salelles invite à entrer, à flâner, à observer et découvrir les 1300m² habitables dont plus de 800 m² sont rénovés. Vous pourriez décider d&#x27;y en faire votre somptueuse résidence principale ou secondaire et pourquoi pas un achat entre amis ou familial en continuant de proposer les actuelles chambres d&#x27;hôtes ou encore la location d&#x27;espaces pour les séminaires d&#x27;entreprises car ce lieu magique sera parfait pour marquer les esprits afin que le séjour soit aussi bénéfique qu&#x27;inoubliable. Étudions ensemble votre futur projet de vie, quel qu&#x27;il soit, nous serions ravis de vous accompagner.La demeure procure un sentiment intimiste malgré sa surface et ses 4 niveaux. Le Château, chargé d&#x27;histoireoffre 30 pièces dont 16 chambres, permettant d&#x27;accueillir vos évènements privés et professionnels.Une magnifique vue, ses terrasses ombragées, sa cuisine professionnelle, ses dépendances, sa maison de gardien ... De nombreuses possibilités s&#x27;offrent à vous....Pour visiter et vous accompagner dans votre projet, contactez Hugues LALLEMAND, au 0603943046 ou par courriel à h.lallemand@proprietes-privees.comCette présente annonce a été rédigée sous la responsabilité éditoriale de Hugues LALLEMAND agissant sous le statut d&#x27;agent commercial immatriculé au RSAC NIMES 518066782 auprès de la SAS PROPRIETES PRIVEES, Réseau national immobilier, au capital de 40000 euros, 44 ALLÉE DES CINQ CONTINENTS - ZAC LE CHÊNE FERRÉ, 44120 VERTOU, RCS Nantes n° 487 624 777 00040, Carte professionnelle T et G n° CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. Garantie GALIAN - 89 rue de la Boétie, 75008 ParisMandat réf :  266294  Le professionnel garantit et sécurise votre projet immobilier",EUR,929 000,languedoc_roussillon,48,banassac,48500,-,-,Organization,https://lh3.googleusercontent.com/UVd1sc8ifJA7l8AZW7CNNp6vVtSCigTtAIGd5cL0xRBqr-3aSdt_Vib_Q8yuAwyXVTlayZ3H7Pt5hV-d4rI95Svm600oARjj_qYRAg=rj-w127-h127-l70,Propriétés Privées,PostalAddress,44 allée des Cinq Continents,44120,Vertou,1 316 m2,30,16,7 667 m2,NC*,NC*,NC*,NC*,NC*,NC*,NC*,NC*,,,,,,
25517701,44265,vente,25/10/2019,https://proprietes.lefigaro.fr/annonces/chateau-aude-languedoc+roussillon-france/25517701/,https://lh3.googleusercontent.com/OTiXeFNj2KsIVGyfEXJwfv0YcjU1eGN6Cu1rDP6jZdDaWA-t0nnr1qXYMu2HX4Vu__WHLpE6Y3fxC6yAPiOnYXZYiyXl8wWkBcSSvXQ=rj-w963-h564-n-l70,"*****EXCLUSIVITE***** CHATEAU DE 1860 A PROXIMITE DE LA CITE DE CARCASSONNE 1250 m2 DECOREE AVEC ELEGANCE ET RAFFINEMENT. SEDUCTION GARANTIE POUR CETTE DEMEURE QUI OFFRE UN PARC DE 10 ha ARBORE AVEC SA CHAPELLE, ETANG, PISCINE 12,5X7,25. LOFT 400 m2, JACUZZI,SAUNA,HAMMAM.CURIEUX S&#x27;ABSTENIR!!!",EUR,1 650 000,languedoc_roussillon,11,carcassonne,11000,-,-,Organization,https://lh3.googleusercontent.com/D_N96oFv10cUcv0DUrWDGfZ9UazbKS6YLdEQucUAJO1hlPoiFJhawB02sRfewXvuzS5AaBwzDes281F887_4BIphbd2EX6S9WQtBaA=rj-w127-h127-l70,MUST PROPRIÉTÉS IMMOBILIER,PostalAddress,6 place des Pyrenées,11100,Narbonne,1 250 m2,20,17,NC*,NC*,,NC*,NC*,NC*,NC*,NC*,NC*,2,1,,1,,
